latitude,longitude,brightness,frp,bright_t31,acq_date,acq_time,satellite,confidence,daynight,NOM_DEP,NOM_PROV,NOM_MUN,HECTARES
-17.07383,-58.90938,337.23,5.56,305.26,2024-07-18,1810,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.33614,-59.77124,347.9,30.15,310.12,2024-06-24,1719,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.78149,-61.67002,343.22,99.65,304.29,2024-07-16,1731,N20,n,D,Santa Cruz,Chiquitos,Pailón,1372611.082
-12.66296,-66.69804,332.72,3.84,291.93,2024-08-25,1823,N20,n,D,Beni,General Jose Ballivi,Reyes,1264166.592
-18.70306,-63.57716,347.8,12.59,307.91,2024-10-07,1814,N20,n,D,Santa Cruz,Cordillera,Cabezas,505815.887
-15.02873,-60.52216,316.83,6.23,286.75,2024-09-05,519,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.5947,-64.3159,319.2,17.0,295.9,2024-11-30,1837,Aqua,68,D,Santa Cruz,Ichilo,Yapacaní,951411.755
-17.12609,-63.02993,321.18,7.1,288.62,2024-10-16,434,N20,n,N,Santa Cruz,Warnes,Warnes,131530.529
-15.18791,-61.68881,311.22,2.05,296.16,2024-09-10,549,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.29538,-63.11642,316.76,2.32,296.76,2024-10-02,512,N,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-16.90807,-59.56339,310.96,1.4,293.2,2024-08-29,434,N20,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-17.42825,-59.4187,318.49,1.54,296.99,2024-08-06,506,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.71346,-60.0084,356.49,18.51,307.54,2024-06-25,1700,N,n,D,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-15.3406,-65.14857,332.51,6.15,293.2,2024-10-04,1707,N,n,D,Beni,Moxos,San Ignacio,2001132.642
-16.59389,-60.0699,347.26,4.37,307.62,2024-08-31,1745,N,n,D,Santa Cruz,Velasco,San Rafael,973100.718
-15.02931,-63.51951,312.48,2.3,289.06,2024-10-04,458,N20,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-15.974,-62.83914,338.11,8.43,302.51,2024-09-01,1750,N20,n,D,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-15.4002,-61.4292,313.5,8.8,295.7,2024-09-05,1352,Terra,40,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.04323,-59.37601,311.66,2.47,293.52,2024-07-29,416,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.13718,-60.20983,367.0,11.94,292.74,2024-09-25,1816,N,h,D,Santa Cruz,Velasco,San Rafael,973100.718
-16.35348,-63.61322,332.02,1.86,298.96,2024-10-05,1712,N20,n,D,Santa Cruz,Obispo Santisteban,San Pedro,308117.248
-15.48043,-61.32952,330.53,34.51,299.42,2024-08-20,1816,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.95134,-59.42025,310.08,1.92,281.22,2024-10-07,519,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.32783,-63.49051,310.6,2.51,287.08,2024-08-26,507,N,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-13.4602,-63.388,318.8,19.2,296.4,2024-10-05,149,Terra,98,N,Beni,Itenez,Baures,1761607.494
-16.5741,-60.4817,340.1,38.4,307.1,2024-09-10,1838,Aqua,87,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.53357,-61.72842,310.19,2.83,292.89,2024-09-21,519,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.63167,-61.45667,345.59,49.37,301.99,2024-09-05,1752,N,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.53491,-62.25467,332.97,2.25,297.33,2024-10-12,524,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-13.6939,-65.53164,330.8,4.14,297.67,2024-09-13,1842,N,n,D,Beni,Yacuma,Santa Ana de Yacuma,2009278.188
-14.71993,-68.50287,340.89,20.61,307.77,2024-09-11,1803,N20,n,D,La Paz,Franz Tamayo,Apolo,1396952.172
-14.79451,-60.94947,328.92,2.17,284.29,2024-08-26,531,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-12.23443,-65.07014,347.36,6.36,304.74,2024-09-10,1759,N,n,D,Beni,Mamore,Puerto Siles,207114.453
-13.33755,-65.0481,340.25,21.32,299.28,2024-06-17,1817,N20,n,D,Beni,Mamore,San Joaquín,869243.103
-16.52477,-66.58338,332.64,10.04,295.85,2024-08-16,1727,N,n,D,Cochabamba,Ayopaya,Morochata,740233.332
-17.33408,-59.04744,328.45,7.15,295.31,2024-09-02,436,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-21.95563,-63.27726,341.97,5.16,290.37,2024-01-14,437,N20,n,N,Tarija,Gran Chaco,Yacuiba,364068.557
-17.00793,-59.42916,347.38,21.78,304.26,2024-08-17,1707,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-18.54997,-57.73223,332.68,21.72,302.1,2024-09-09,428,N20,n,N,Santa Cruz,German Busch,Puerto Quijarro,145026.251
-17.81661,-59.37425,348.68,8.63,309.18,2024-09-08,1718,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-14.67369,-61.07915,308.45,0.9,290.65,2024-09-06,524,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.91084,-61.27495,367.0,10.95,291.58,2024-06-20,603,N,h,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.38571,-60.01434,308.38,1.88,296.23,2024-09-12,512,N20,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-15.35523,-62.99277,309.34,1.98,295.16,2024-09-21,519,N,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-10.52625,-65.54139,349.7,9.92,298.61,2024-09-13,1726,N20,n,D,Beni,Vaca Diez,Guayaramerín,650218.903
-15.75892,-60.91094,316.53,1.86,290.17,2024-07-19,519,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-13.13741,-67.7465,351.71,13.61,306.4,2024-08-26,1804,N20,n,D,La Paz,Abel Iturralde,Ixiamas,3745288.103
-13.67282,-63.97236,329.39,5.52,293.01,2024-08-03,602,N20,n,N,Beni,Itenez,Huacaraje,446422.634
-15.7312,-60.78595,342.06,5.06,306.14,2024-07-26,1744,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.01926,-61.65414,330.7,2.08,292.32,2024-09-05,543,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.78868,-59.55775,316.84,2.59,294.05,2024-07-22,604,N,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-13.47226,-63.27163,307.21,3.25,291.65,2024-10-03,453,N,n,N,Beni,Itenez,Baures,1761607.494
-21.91024,-63.39021,321.06,3.61,260.91,2024-12-07,500,N20,n,N,Tarija,Gran Chaco,Yacuiba,364068.557
-12.41949,-65.16741,299.4,1.09,288.77,2024-08-26,530,N20,n,N,Beni,Yacuma,Exaltacion,2497316.752
-14.91904,-61.58493,311.8,1.36,293.57,2024-09-06,524,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.64856,-57.9156,339.65,5.79,308.6,2024-08-29,1706,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.87536,-64.05672,315.82,4.6,277.3,2024-11-01,434,N20,n,N,Santa Cruz,Guarayos,El Puente,674484.183
-14.59262,-62.79892,305.66,1.88,281.55,2024-10-09,440,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.01645,-58.74478,339.21,5.47,294.94,2024-07-10,1744,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.6985,-62.04638,322.45,3.6,296.38,2024-09-04,538,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.2752,-61.60857,349.35,11.08,294.04,2024-10-11,1816,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-14.96441,-62.21246,309.95,2.61,296.83,2024-09-23,441,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.04977,-60.44476,317.99,2.23,287.85,2024-05-30,442,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.54653,-60.92591,367.0,8.95,296.01,2024-08-12,1702,N,h,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.11952,-59.51608,314.65,2.36,296.69,2024-09-09,428,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.15396,-63.19618,343.42,10.08,303.71,2024-09-10,1822,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-16.51252,-67.01038,337.03,4.34,296.35,2024-07-21,1714,N,n,D,La Paz,Inquisivi,Inquisivi,327686.595
-13.74117,-63.92427,314.94,2.08,296.46,2024-08-16,518,N20,n,N,Beni,Itenez,Huacaraje,446422.634
-16.25913,-61.64599,332.84,9.5,302.46,2024-09-08,1655,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.37031,-60.03414,351.89,31.78,317.01,2024-08-06,1738,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.25789,-59.41603,309.02,0.81,293.14,2024-07-28,435,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.95179,-61.74968,309.69,1.14,293.83,2024-09-08,447,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.46403,-62.20716,367.0,106.5,331.21,2024-09-23,1737,N20,h,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.4368,-62.4364,317.2,13.2,298.3,2024-09-12,609,Aqua,94,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-11.27433,-66.31034,333.74,21.4,289.05,2024-09-14,1848,N20,n,D,Pando,Madre De Dios,Puerto Gonzales Moreno,129301.226
-17.45209,-58.94629,367.0,9.75,305.58,2024-09-09,428,N20,h,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.09543,-61.91384,310.51,3.04,296.96,2024-10-02,536,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.38816,-64.06242,311.4,2.24,297.4,2024-09-11,531,N20,n,N,Santa Cruz,Sara,Santa Rosa del Sara,411372.581
-15.12698,-63.12094,335.25,13.48,294.88,2024-08-26,1803,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-16.59456,-59.58261,332.84,8.83,307.0,2024-08-20,1751,N,l,D,Santa Cruz,Velasco,San Rafael,973100.718
-14.9722,-61.022,308.38,1.67,295.29,2024-08-31,537,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.9521,-62.16434,313.79,1.52,293.65,2024-08-31,513,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.21,-61.25023,307.13,2.79,279.38,2024-02-09,539,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.61003,-65.24388,344.75,12.06,295.72,2024-08-27,1720,N,n,D,Beni,Moxos,San Ignacio,2001132.642
-15.26023,-64.00523,344.85,8.09,306.53,2024-07-19,1816,N20,n,D,Beni,Marban,San Andrés,935478.015
-16.37275,-60.1416,339.58,4.53,300.51,2024-08-22,506,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.31551,-61.40585,306.54,2.1,291.85,2024-08-21,501,N,n,N,Santa Cruz,Velasco,San Miguel de Velasco,954415.805
-14.13768,-64.54153,367.0,127.07,300.46,2024-09-29,1701,N,h,D,Beni,Cercado,San Javier,817332.335
-14.8335,-61.13847,334.6,19.15,301.48,2024-08-31,513,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.06466,-62.46751,318.56,3.24,297.87,2024-09-22,524,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.72577,-57.92687,315.94,1.96,293.5,2024-09-02,500,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.70517,-62.32095,316.43,1.97,296.22,2024-10-02,536,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-21.7285,-63.25005,342.67,13.68,296.13,2024-10-24,526,N20,n,N,Tarija,Gran Chaco,Yacuiba,364068.557
-17.41564,-59.65334,325.15,1.87,293.94,2024-09-01,455,N,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-18.47983,-57.70481,343.73,8.42,304.58,2024-09-06,1732,N,n,D,Santa Cruz,German Busch,Puerto Quijarro,145026.251
-15.0057,-60.34057,332.86,5.07,297.19,2024-09-22,500,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-22.75174,-64.32901,325.42,7.18,293.35,2024-04-18,1700,N20,n,D,Tarija,Arce,Bermejo,38100.243
-15.1805,-61.7586,317.0,23.6,296.3,2024-09-21,216,Terra,54,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.27087,-63.69845,336.25,2.53,305.76,2024-07-24,1822,N20,n,D,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-15.8305,-61.1037,332.5,24.4,299.2,2024-08-26,1822,Aqua,42,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.3373,-59.18148,317.4,3.23,288.31,2024-10-08,524,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.2532,-60.27095,335.68,4.74,299.6,2024-09-10,526,N,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-17.97883,-59.13401,333.75,3.41,296.61,2024-09-23,505,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.23164,-64.49659,367.0,61.94,295.58,2024-09-13,1701,N,h,D,Santa Cruz,Ichilo,Yapacaní,951411.755
-12.76462,-66.41962,334.21,5.3,304.5,2024-09-10,1759,N,l,D,Beni,Yacuma,Exaltacion,2497316.752
-18.33725,-63.72152,299.84,1.03,288.67,2024-08-19,603,N20,n,N,Santa Cruz,Florida,Samaipata,218811.423
-17.80925,-59.20574,328.8,4.45,297.06,2024-09-10,526,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.15742,-60.21194,322.34,2.14,295.88,2024-10-02,537,N20,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-14.84561,-65.8832,341.04,8.85,291.23,2024-10-04,1847,N,n,D,Beni,Yacuma,Santa Ana de Yacuma,2009278.188
-16.80763,-67.18656,333.48,6.96,301.8,2024-12-30,1817,N,n,D,La Paz,Inquisivi,Licoma (Villa Libertad),15012.465
-12.91518,-64.14211,308.46,0.69,289.07,2024-09-15,531,N,n,N,Beni,Itenez,Magdalena,1363449.184
-16.365,-60.01669,334.56,5.2,296.5,2024-08-06,506,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-14.85032,-61.6082,350.85,5.8,302.05,2024-09-16,1745,N,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-9.83748,-65.30751,332.14,11.19,300.3,2024-08-15,1747,N,n,D,Pando,Federico Roman,Nuevo Manoa (Nueva Esperanza),365080.03
-17.31584,-59.17225,304.83,2.07,290.76,2024-09-04,602,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-13.98981,-63.39567,309.05,1.17,296.13,2024-10-02,536,N20,n,N,Beni,Itenez,Baures,1761607.494
-15.24507,-61.64824,367.0,21.64,311.16,2024-09-11,1739,N,h,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.33667,-62.67637,322.55,2.2,282.61,2024-08-26,531,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-12.3058,-65.61926,327.1,3.71,295.82,2024-07-02,1836,N20,n,D,Beni,Yacuma,Exaltacion,2497316.752
-15.06418,-60.62285,335.2,11.49,290.65,2024-08-24,1817,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.52976,-61.32797,348.31,27.17,312.92,2024-08-27,1720,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.2549,-62.40062,310.06,3.37,293.75,2024-09-23,441,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.49783,-60.28912,319.27,2.67,296.27,2024-09-08,447,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.94491,-58.66339,315.28,1.71,286.55,2024-08-06,506,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.03268,-61.39066,345.86,12.66,305.69,2024-09-02,1708,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.73755,-59.59005,347.39,8.2,310.29,2024-09-07,1737,N20,n,D,Santa Cruz,Chiquitos,Robore,735349.232
-13.8801,-67.28748,367.0,82.79,342.24,2024-10-13,1803,N20,h,D,Beni,General Jose Ballivi,Reyes,1264166.592
-17.81697,-57.96272,347.1,11.75,306.21,2024-09-03,1712,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-21.21389,-63.28394,337.08,16.87,308.96,2024-11-14,1801,N20,n,D,Tarija,Gran Chaco,Villamontes,1178412.511
-17.1566,-58.72623,355.51,10.85,303.07,2024-07-23,1816,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.13191,-63.1352,337.11,6.4,292.98,2024-08-23,1719,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-17.4325,-59.82083,327.05,2.81,297.74,2024-08-21,501,N,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-15.96645,-61.75539,347.81,9.56,303.13,2024-09-09,1700,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.7895,-65.20862,310.4,12.03,294.05,2024-09-26,549,N20,n,N,Beni,Moxos,San Ignacio,2001132.642
-17.10328,-58.7495,331.42,6.41,301.0,2024-07-19,1635,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.98395,-59.66406,314.57,2.43,296.53,2024-09-09,545,N,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-15.00537,-64.20901,349.79,20.91,307.8,2024-10-01,1804,N,n,D,Beni,Marban,San Andrés,935478.015
-12.12401,-65.00675,345.02,6.02,279.94,2024-03-13,1843,N20,n,D,Beni,Mamore,Puerto Siles,207114.453
-16.4598,-60.1492,319.4,101.1,294.4,2024-08-04,115,Terra,98,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.86466,-60.61191,329.88,4.18,290.65,2024-07-06,447,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-14.92545,-62.79938,353.43,5.31,300.1,2024-10-02,536,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.10796,-62.26377,337.61,4.25,306.62,2024-08-16,1751,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.37643,-59.33575,322.78,2.52,295.64,2024-08-01,500,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-14.9115,-61.80114,326.63,3.53,294.14,2024-09-17,517,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.08464,-65.30354,331.16,2.91,300.59,2024-10-08,1756,N20,n,D,Cochabamba,Tiraque,Tiraque,276311.048
-17.88152,-59.60055,343.58,4.48,297.0,2024-09-12,512,N20,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-18.3106,-57.6243,326.5,34.9,308.1,2024-08-29,1845,Aqua,28,D,Santa Cruz,German Busch,Puerto Quijarro,145026.251
-16.2371,-63.925,324.7,14.7,302.7,2024-06-10,1838,Aqua,79,D,Santa Cruz,Obispo Santisteban,San Pedro,308117.248
-16.32446,-64.99404,321.69,1.98,295.68,2024-10-07,519,N,n,N,Cochabamba,Chapare,Villa Tunari,1456095.378
-17.79662,-59.50143,327.68,2.47,295.55,2024-08-05,501,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-18.72166,-63.32359,317.44,3.93,289.75,2024-05-22,533,N20,n,N,Santa Cruz,Cordillera,Cabezas,505815.887
-18.53461,-59.06071,348.55,6.91,299.83,2024-08-04,1751,N,n,D,Santa Cruz,Chiquitos,Robore,735349.232
-15.74783,-62.97072,342.14,4.53,299.08,2024-09-20,1810,N,n,D,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-12.5548,-64.1323,329.9,37.1,301.2,2024-08-05,1857,Aqua,70,D,Beni,Itenez,Magdalena,1363449.184
-13.54069,-64.14877,310.21,1.97,284.95,2024-10-12,549,N20,n,N,Beni,Itenez,Huacaraje,446422.634
-16.02456,-62.15514,309.97,2.1,292.69,2024-09-07,506,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.85778,-61.35788,301.86,0.81,284.15,2024-07-01,441,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-18.50742,-59.29534,340.94,6.26,295.66,2024-07-22,1654,N,n,D,Santa Cruz,Chiquitos,Robore,735349.232
-14.21026,-62.93304,308.91,1.44,294.76,2024-09-29,452,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.9101,-63.8875,308.09,2.05,296.15,2024-10-02,536,N20,n,N,Santa Cruz,Guarayos,El Puente,674484.183
-17.73949,-58.40256,300.7,1.09,286.8,2024-08-27,512,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.64591,-58.86953,348.97,4.44,297.22,2024-08-14,532,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.83092,-58.23001,367.0,13.01,306.48,2024-09-10,526,N,h,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.2628,-61.6453,306.4,9.3,294.7,2024-09-10,627,Aqua,19,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.5185,-59.1832,427.3,486.7,315.7,2024-08-14,1828,Aqua,100,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.8012,-63.6507,332.8,67.1,304.4,2024-09-07,1816,Aqua,85,D,Santa Cruz,Sara,Santa Rosa del Sara,411372.581
-13.00605,-65.31033,350.44,21.91,299.3,2024-08-18,621,N20,n,N,Beni,Yacuma,Exaltacion,2497316.752
-16.25008,-61.85032,353.66,16.0,302.56,2024-09-08,1655,N,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.91056,-61.50564,337.36,2.52,295.68,2024-09-06,524,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.11111,-64.48235,332.81,4.38,297.52,2024-09-05,1752,N,n,D,Santa Cruz,Ichilo,Yapacaní,951411.755
-15.06261,-61.47763,335.41,9.57,295.55,2024-10-01,1827,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.29978,-61.45296,336.35,3.87,302.1,2024-11-15,1744,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.4151,-60.3359,340.3,40.3,304.2,2024-10-02,1839,Aqua,88,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.09995,-63.84808,340.27,12.62,296.41,2024-08-26,1803,N20,n,D,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-15.38426,-61.28746,307.62,1.27,291.09,2024-09-06,500,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.17472,-64.33305,336.35,12.49,289.21,2024-08-01,436,N,n,N,Santa Cruz,Ichilo,Yapacaní,951411.755
-13.27856,-65.05694,329.53,3.41,296.27,2024-08-04,519,N,n,N,Beni,Mamore,San Joaquín,869243.103
-14.72072,-65.652,344.05,10.52,301.37,2024-08-16,1727,N,n,D,Beni,Moxos,San Ignacio,2001132.642
-15.58348,-64.61324,320.38,2.44,296.45,2024-09-10,549,N20,n,N,Beni,Marban,Loreto,536417.598
-14.9823,-61.4273,328.2,37.0,299.5,2024-09-03,142,Terra,100,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-18.37595,-62.49204,329.36,3.21,286.21,2024-11-18,532,N,n,N,Santa Cruz,Cordillera,Charagua,7136018.854
-17.62984,-59.33848,352.71,8.91,312.66,2024-09-02,1731,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.88465,-58.94041,342.62,24.58,305.74,2024-09-10,1757,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.89255,-58.4522,342.68,10.17,302.43,2024-09-10,1821,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.61868,-60.12956,337.51,2.99,304.41,2024-08-06,1738,N20,n,D,Santa Cruz,Velasco,San Rafael,973100.718
-13.63263,-66.87865,334.24,12.43,293.95,2024-05-24,1728,N20,n,D,Beni,General Jose Ballivi,Santa Rosa,1210566.888
-12.9415,-65.2143,332.6,64.3,308.1,2024-08-15,1909,Aqua,71,D,Beni,Yacuma,Exaltacion,2497316.752
-14.06446,-63.99139,348.71,16.82,300.57,2024-10-16,549,N,n,N,Beni,Itenez,Huacaraje,446422.634
-15.34235,-61.83118,331.96,24.82,302.51,2024-09-21,1751,N,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.59317,-59.45708,335.29,2.75,302.64,2024-08-31,1745,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.8027,-57.8296,316.2,11.3,296.8,2024-09-13,149,Terra,33,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.56451,-63.5184,313.8,1.91,291.52,2024-09-07,442,N,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-14.98579,-61.18381,312.12,2.66,290.83,2024-09-17,454,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-13.92378,-63.37024,337.27,11.01,295.41,2024-10-01,1828,N20,n,D,Beni,Itenez,Baures,1761607.494
-16.47351,-61.74642,314.72,2.5,297.98,2024-09-23,442,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-18.08085,-59.42292,327.13,42.64,321.29,2024-06-13,519,N20,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-17.19718,-60.21148,309.15,0.79,293.49,2024-09-10,550,N20,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-14.3607,-67.0697,324.0,36.5,304.5,2024-09-23,1426,Terra,77,D,Beni,General Jose Ballivi,Reyes,1264166.592
-14.9383,-62.36127,304.15,0.81,279.64,2024-10-08,524,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-11.82551,-65.71816,322.93,2.12,297.18,2024-10-02,535,N20,n,N,Beni,Vaca Diez,Riberalta,972562.88
-17.52095,-60.80131,305.44,0.9,294.1,2024-05-22,533,N20,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-15.04121,-60.92838,354.37,20.66,310.3,2024-08-27,1720,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-18.38085,-57.69192,334.23,6.35,295.01,2024-08-23,1718,N20,n,D,Santa Cruz,German Busch,Puerto Quijarro,145026.251
-18.69774,-58.70279,338.13,9.78,311.3,2024-08-29,1706,N20,l,D,Santa Cruz,German Busch,Carmen Rivero Torrez,1101079.142
-17.45712,-59.58567,341.28,6.71,306.49,2024-09-29,1724,N20,n,D,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
